Student Number,Female,socioeconomicstrata_round1,children5years_r1,everhadsex_r1,howmanysexpartners_r1,usedrythm_pregn_r1,usedpill_pregn_r1,usedinjection_pregn_r1,usedIUD_pregn_r1,usedcondom_pregn_r1,usedwithdraw_pregn_r1,usedemergency_pregn_r1,usedother_pregn_r1,rythmsafest_pregnancy_r1,pillsafest_pregnancy_r1,injectionsafest_pregnancy_r1,hygienesafest_pregnancy_r1,condomsafest_pregnancy_r1,withdrawalsafest_pregnancy_r1,emergencypsafest_pregnancy_r1,abstinencesafest_pregnancy_r1,other_pregnancy_r1,whichone_pregnancy_r1,dontknow_pregnancy_r1,peopleathome_r1,motherliveathome_r1,educationmother_r1,fatherliveathome_r1,educationfather_r1,whichone1_r1
1113,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,University,CONDON
1114,Male,3,No,Invalid answer,I don't know,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,University,Yes,University,CONDON
1115,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,,No,5,Yes,High School,Yes,High School,CONDON
1116,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,No answer,4,Yes,High School,Yes,High School,CONDON
1117,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,,No,6,Yes,High School,Yes,High School,CONDON
1118,Female,3,I don't know,Yes,1 person,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,,No,4,Yes,High School,Yes,College,INYECCION
1119,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,,No,5,Yes,High School,Is dead,No answer,PASTILLAS ANTICONCEPTIVAS
1120,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,High School,CONDON
1122,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,College,CONDON
1123,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,4,Yes,University,Yes,University,PASTILLAS ANTICONCEPTIVAS
1124,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
1125,Female,2,I don't know,Yes,1 person,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,No,4,No answer,No answer,No answer,No answer,PLANIFICAR
1126,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,No,3,Yes,High School,Yes,High School,CONDON
1127,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,Elementary School,CUIDARSE
1128,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,8,Yes,High School,I don't have any,Elementary School,PASTILLAS ANTICONCEPTIVAS
1129,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,3,Yes,High School,Yes,High School,ABSTENCION
1130,Male,2,No,Yes,1 person,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,8,Yes,High School,No,High School,CONDON
1131,Male,1,Yes,Yes,For the last six months I have not had sexual relations,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,High School,No,College,CONDON
1132,Male,1,No,Yes,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,4,Yes,High School,No,High School,INYECCION
1133,Male,No answer,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,University,Yes,University,CONDON
1134,Male,3,I don't know,Yes,For the last six months I have not had sexual relations,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,4,Yes,Elementary School,Yes,High School,METODOS ANTICONCEPTIVOS
1135,Male,1,No,Yes,For the last six months I have not had sexual relations,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,Elementary School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
1136,Female,3,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,,No,9,Yes,High School,No,None,PROTEGERSE
1137,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,6,Yes,High School,Yes,High School,ABSTENCION
1139,Female,1,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,5,Yes,Elementary School,No,None,PROTEGERSE
1140,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,3,Yes,High School,No,High School,CONDON
1141,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,No,7,Yes,College,Yes,High School,CONDON
1144,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,6,Yes,High School,Yes,College,CONDON
1145,Female,Invalid answer,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,5,Yes,Postgraduate,Yes,College,METODOS ANTICONCEPTIVOS
1146,Female,4,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,6,Yes,College,Yes,High School,CONDON
1148,Female,3,No answer,No,I have never had sexual relations,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,Yes,Yes,No,Yes,No,No,Yes,No,NO TENER RELACIONES SEXUALES,No,6,Yes,University,Yes,Postgraduate,METODOS ANTICONCEPTIVOS
1150,Female,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,3,Yes,High School,No,College,CONDON
1151,Female,5,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,,No,12,Yes,High School,Yes,College,CONDON
1152,Female,5,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,"CAPUCHON CERVICAL, LA T Y OTROS TIPOS.",No,3,Yes,Postgraduate,Yes,University,METODOS ANTICONCEPTIVOS
1153,Female,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,No,4,Yes,Postgraduate,Yes,Postgraduate,PROTEGERSE
1154,Female,3,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,LIGADURA DE TROMPA-VASECTOMIA,No,4,Yes,College,Yes,University,LIGADURA DE TROMPAS
1155,Male,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,6,Yes,University,Yes,High School,METODOS ANTICONCEPTIVOS
1156,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,High School,Yes,University,ABSTENCION
1157,Female,5,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,5,Yes,High School,No,High School,CONDON
1158,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,5,Yes,College,No,High School,CONDON
1159,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,4,Yes,High School,Yes,High School,CONDON
1160,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,5,Yes,High School,Yes,College,CUIDARSE
1161,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,8,Yes,University,No,College,OPERACION
1163,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,,No,3,Yes,High School,No,University,ABSTENCION
1164,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,9,Yes,Postgraduate,Yes,College,METODOS ANTICONCEPTIVOS
1165,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,5,Yes,Postgraduate,Yes,Postgraduate,METODOS ANTICONCEPTIVOS
1166,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,High School,Yes,High School,ABSTENCION
1168,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,8,Yes,Postgraduate,Yes,College,PROTEGERSE
1169,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,No,4,No answer,No answer,No answer,No answer,CUIDARSE
1170,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,5,Yes,College,Yes,College,CONDON
1171,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,4,Yes,University,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1172,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,3,No,High School,Yes,High School,CONDON
1173,Male,4,No,Yes,2-5 people,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Invalid answer,3 DIAS DESPUES DE LA MENSTRUACION,No,5,Yes,University,No,Postgraduate,RETIRO
1174,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,6,Yes,High School,Yes,High School,ABSTENCION
1175,Male,4,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,7,Yes,Postgraduate,Yes,High School,ABSTENCION
1177,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,4,No,High School,Yes,Postgraduate,METODOS ANTICONCEPTIVOS
1178,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,5,Yes,Postgraduate,Yes,High School,ABSTENCION
1179,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,Postgraduate,Yes,Postgraduate,CUIDARSE
1180,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,High School,Yes,Elementary School,SER RESPONSABLE
1181,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,No,High School,CONDON
1182,Male,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,,No,6,Yes,High School,Yes,University,CONDON
1183,Female,3,No,Yes,1 person,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,RETIRAR EL PENE ANTES DE SU EY,No,4,Yes,High School,No,University,INYECCION
1184,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,8,Yes,High School,Yes,College,CONDON
1185,Female,4,I don't know,Yes,1 person,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,,No,5,Yes,University,Yes,High School,CONDON
1186,Female,3,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,No,4,Yes,University,Yes,University,CUIDARSE
1187,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,University,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1188,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,University,Yes,University,CONDON
1189,Female,4,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,6,Yes,No answer,Yes,University,METODOS ANTICONCEPTIVOS
1190,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,No,6,Yes,High School,No,College,CONDON
1191,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,,No,4,Yes,College,No,High School,CONDON
1192,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,Postgraduate,Yes,College,ABSTENCION
1193,Female,4,No,Yes,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,,No,6,Yes,Postgraduate,No,High School,METODOS ANTICONCEPTIVOS
1194,Female,3,I don't know,Yes,2-5 people,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,5,Yes,Postgraduate,Yes,Postgraduate,CONDON
1195,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,High School,DISPOSITIVO INTRAUTERINO
1196,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,4,Yes,Postgraduate,Yes,High School,DISPOSITIVO INTRAUTERINO
1197,Female,4,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,3,Yes,College,I don't have any,No answer,CONDON
1199,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,5,Yes,College,Yes,High School,ABSTENCION
1200,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,3,Yes,No answer,No,No answer,PLANIFICAR
1201,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,3,Yes,Elementary School,Yes,High School,CONDON
1202,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,3,Yes,University,Yes,University,ABSTENCION
1203,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,8,Yes,High School,No,Postgraduate,CONDON
1204,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,6,Yes,Elementary School,Yes,High School,CONDON
1206,Female,4,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,No,7,Yes,University,No,Postgraduate,PASTILLAS ANTICONCEPTIVAS
1207,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,High School,CONDON
1209,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,6,Yes,University,Yes,Postgraduate,CONDON
1210,Female,4,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,High School,Yes,High School,OPERACION
1211,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,,No,3,Yes,High School,No,University,CONDON
1212,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,,No,9,Yes,High School,Yes,High School,PROTEGERSE
1213,Female,3,No,Yes,1 person,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,,No,6,Yes,University,Yes,University,PASTILLAS ANTICONCEPTIVAS
1214,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,,No,4,Yes,College,Yes,College,CUIDARSE
1217,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,2,Yes,College,No,High School,PASTILLAS ANTICONCEPTIVAS
1218,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,No answer,High School,Yes,Postgraduate,METODOS ANTICONCEPTIVOS
1219,Male,3,No,Yes,1 person,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,High School,CONDON
1220,Male,4,No,Yes,1 person,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,University,No,College,CONDON
1221,Female,4,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,Postgraduate,PASTILLAS ANTICONCEPTIVAS
1222,Male,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,No,6,Yes,High School,Yes,University,CONDON
1223,Male,3,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,4,Yes,No answer,Yes,No answer,ABSTENCION
1224,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,College,No,High School,METODOS ANTICONCEPTIVOS
1225,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,No,8,Yes,High School,Yes,High School,ABSTENCION
1226,Female,I don't know,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,3,Yes,High School,No,University,CONDON
1227,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,LIGAMENTO DE TROMPAS,No,12,Yes,University,Yes,College,LIGADURA DE TROMPAS
1228,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,,No,4,Yes,Postgraduate,No,University,ABSTENCION
1229,Female,2,No,Yes,1 person,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,6,Yes,College,Is dead,College,METODOS ANTICONCEPTIVOS
1232,Female,4,No,No,I have never had sexual relations,No,No,No,No,No,No,No,Invalid answer,No,No,No,No,Yes,No,No,No,No,,Yes,3,Yes,University,No,High School,CONDON
1233,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,3,Yes,University,Yes,University,CONDON
1234,Female,I don't know,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,5,Yes,Elementary School,Yes,High School,CONDON
1235,Female,2,I don't know,Yes,1 person,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,,No,7,Yes,University,Yes,University,CUIDARSE
1236,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,5,Yes,High School,Yes,High School,CONDON
1238,Male,2,Yes,Yes,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,5,Yes,Elementary School,No,No answer,CONDON
1240,Female,I don't know,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,4,Yes,High School,Yes,Elementary School,CONDON
1241,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,,No,9,Yes,Elementary School,No,No answer,INYECCION
1242,Female,I don't know,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,3,No answer,No answer,No,High School,CONDON
1243,Male,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,,No,7,Yes,Postgraduate,No,Postgraduate,CONDON
1244,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,High School,CONDON
1245,Male,2,I don't know,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,4,Invalid answer,Elementary School,Invalid answer,Elementary School,CONDON
1246,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,2,Yes,High School,I don't have any,High School,CONDON
1247,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,LA T,No,10,Yes,High School,Yes,High School,CONDON
1248,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,9,Yes,High School,Yes,High School,CONDON
1249,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,University,Yes,College,CONDON
1250,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,3,Yes,Elementary School,Yes,Elementary School,CONDON
1251,Male,3,I don't know,No,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,10,Yes,High School,Yes,High School,CONDON
1252,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,None,LIGADURA DE TROMPAS
1253,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,Invalid answer,No,Yes,Yes,No,Yes,No,No,No,No,,No,9,Yes,Elementary School,I don't have any,High School,INYECCION
1254,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,5,Yes,Elementary School,Yes,Elementary School,CONDON
1256,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,11,I don't have any,High School,No,No answer,CUIDARSE
1258,Male,I don't know,No,Yes,1 person,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,No,7,Yes,College,Yes,University,CONDON
1259,Male,2,No,Yes,2-5 people,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,No answer,I don't have any,No answer,CUIDARSE
1260,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,7,Yes,High School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
1261,Female,2,No,Yes,1 person,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,3,Yes,High School,Yes,High School,CONDON
1262,Female,Invalid answer,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,6,Yes,College,Yes,High School,CONDON
1263,Male,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,9,Yes,Elementary School,Yes,Elementary School,ABSTENCION
1264,Male,2,No,Yes,1 person,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,5,Yes,None,Yes,None,OPERACION
1265,Male,3,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,5,Yes,High School,Yes,High School,CONDON
1266,Male,2,I don't know,Yes,2-5 people,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,No,5,Yes,Postgraduate,Yes,University,ABSTENCION
1267,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,8,Yes,High School,Yes,Elementary School,CONDON
1268,Male,No answer,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,3,Yes,High School,Yes,High School,CONDON
1269,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,5,Yes,High School,Yes,Elementary School,CUIDARSE
1271,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,4,Yes,Elementary School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1272,Male,2,No,Yes,1 person,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,8,Yes,High School,Yes,Elementary School,CONDON
1273,Male,2,Yes,Yes,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,Elementary School,CONDON
1274,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,10,Yes,Elementary School,I don't have any,No answer,LIGADURA DE TROMPAS
1275,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,,Yes,5,Yes,Elementary School,I don't have any,High School,CONDON
1276,Male,2,No answer,Yes,2-5 people,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,0,Yes,None,Yes,None,CONDON
1277,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,No,4,Yes,High School,No,High School,PROTEGERSE
